B22010_001E,B22010_001M,B22010_002E,B22010_002M,B22010_003E,B22010_003M,B22010_004E,B22010_004M,B22010_005E,B22010_005M,B22010_006E,B22010_006M,B22010_007E,B22010_007M,GEO_ID,NAME
1273941,4037,124971,2161,53614,1366,71357,1765,1148970,4605,241521,2967,907449,4864,0400000US19,Iowa
