Unique Line ID,Fiscal Year Ending,County,County Name,Public Safety & Legal Services,Physical Health & Social Services,"Mental Health MR, DD",County Environment & Education,Roads & Transportation,Government Services to Residents,Administration,Nonprogram Current,Debt Service,Capital Projects,Sub-Total Expenditures,Operating Transfers Out,Refunded Debt/Escrow,Total Expenditures,Increase (Decrease) in Reserves,Total Ending Fund Balance,Total Requirements,Primary County Coordinates
2017_36_FREMONT_EXPEND_SA,2017,36,FREMONT,2658455,290868,384516,653264,4093000,482908,1433318,4000,459110,455000,10914439,1312780,0,12227219,0,4608549,16835768,POINT (-95.6046765 40.7455892)
2014_4_APPANOOSE_EXPEND_SA,2014,4,APPANOOSE,2139182,826541,576200,673214,3569980,518287,1060504,0,192937,750000,10306845,737215,0,11044060,0,5356497,16400557,POINT (-92.8686104 40.7431635)
2012_54_KEOKUK_EXPEND_SA,2012,54,KEOKUK,1014985,680139,1050219,353186,4154000,352960,2264172,0,0,550000,10419661,1200000,0,11619661,0,4643038,16262699,POINT (-92.1786426 41.336465)
2016_3_ALLAMAKEE_EXPEND_SA,2016,3,ALLAMAKEE,2156314,720501,957775,2666549,5451441,540559,1301259,162500,87500,1650000,15694398,1705203,0,17399601,0,2063324,19462925,POINT (-91.3780923 43.2842838)
2013_34_FLOYD_EXPEND_SA,2013,34,FLOYD,2269897,1651923,847443,660602,4854964,605107,1284445,0,381228,1033000,13588609,1028517,0,14617126,0,6151380,20768506,POINT (-92.78900330000002 43.0599208)
2018_57_LINN_EXPEND_SA,2018,57,LINN,27818832,15736625,14413895,7789968,13216396,4626125,15773145,0,1917734,10074000,111366720,18282480,0,129649200,0,39902097,169551297,POINT (-91.5989646 42.0789478)
2015_32_EMMET_EXPEND_SA,2015,32,EMMET,1781277,756086,971036,491655,3382071,469875,1230036,10565,0,16000,9108601,959615,0,10068216,0,2144354,12212570,POINT (-94.6784803 43.37802250000001)
2012_86_TAMA_EXPEND_SA,2012,86,TAMA,3281805,1509957,1913644,955960,7280008,508804,1187016,7750,0,1448774,18093718,2088675,0,20182393,0,1232982,21415375,POINT (-92.5325425 42.07981170000001)
2015_53_JONES_EXPEND_SA,2015,53,JONES,2492450,806511,1513701,1071577,6478690,655421,1606331,140541,500,724226,15489948,1935000,0,17424948,0,4105487,21530435,POINT (-91.1314352 42.1212397)
2014_62_MAHASKA_EXPEND_SA,2014,62,MAHASKA,3176845,856528,1334433,813601,5345000,651349,1371995,975000,8490,200000,14733241,1964191,0,16697432,0,7733356,24430788,POINT (-92.6409094 41.3352035)
2020_35_FRANKLIN_EXPEND_SA,2020,35,FRANKLIN,1960205,1635045,391448,1091199,5905000,551875,2069734,0,2763145,560000,16927651,3215805,0,20143456,0,6972456,27115912,POINT (-93.262473 42.7325458)
2018_69_MONTGOMERY_EXPEND_SA,2018,69,MONTGOMERY,3069632,608064,235382,471863,4559036,512884,1946696,200,556663,685880,12646300,1080000,0,13726300,0,4073851,17800151,POINT (-95.1563758 41.03014)
2020_96_WINNESHIEK_EXPEND_SA,2020,96,WINNESHIEK,3742281,1429905,808119,2925100,8088000,715831,2783327,4500,0,3805000,24302063,2844307,0,27146370,0,6787427,33933797,POINT (-91.8437074 43.2906746)
2017_68_MONROE_EXPEND_SA,2017,68,MONROE,2001928,842641,663520,753737,4136939,461779,1365352,0,774200,1212500,12212596,2099640,0,14312236,0,1917806,16230042,POINT (-92.8689877 41.0297826)
2008_6_BENTON_EXPEND_SA,2008,6,BENTON,2854293,733421,1745844,1475417,5903870,595929,1537039,0,0,1834132,16679945,2388829,0,19068774,0,4414263,23483037,POINT (-92.0656912 42.0801864)
2007_63_MARION_EXPEND_SA,2007,63,MARION,2547867,1884020,2574536,1117459,5650309,639038,1994431,0,467000,4540000,21414660,1567860,,22982520,0,4307560,27290080,POINT (-93.0994367 41.3344515)
2016_35_FRANKLIN_EXPEND_SA,2016,35,FRANKLIN,1800362,2427508,130388,921030,4976000,510038,1950248,5886,2021363,933000,15675823,2000682,0,17676505,0,5653574,23330079,POINT (-93.262473 42.7325458)
2013_71_O'BRIEN_EXPEND_SA,2013,71,O'BRIEN,2956996,449951,1937850,800398,4434175,563710,1060155,9000,993091,1249000,14454326,1851914,0,16306240,0,3097311,19403551,POINT (-95.6248784 43.0837527)
2008_53_JONES_EXPEND_SA,2008,53,JONES,1989322,823009,2497372,877807,4687803,526277,1138301,169978,37138,2276000,15023007,1545500,0,16568507,0,2566251,19134758,POINT (-91.1314352 42.1212397)
2020_86_TAMA_EXPEND_SA,2020,86,TAMA,3929977,1696068,911106,975268,8441351,654801,1852038,39500,965619,7534228,26999956,2914183,0,29914139,0,4214975,34129114,POINT (-92.5325425 42.07981170000001)
2016_86_TAMA_EXPEND_SA,2016,86,TAMA,3664397,1608221,1040163,1114261,7453747,553622,1459876,36750,250735,3133904,20315676,2150000,0,22465676,0,4548039,27013715,POINT (-92.5325425 42.07981170000001)
2005_29_DES MOINES_EXPEND_SA,2005,29,DES MOINES,4425640,1706416,5347445,1199116,3570260,691867,4373880,0,40000,1584100,22938724,1395581,,24334305,0,2812851,27147156,POINT (-91.1814707 40.9231829)
2021_93_WAYNE_EXPEND_SA,2021,93,WAYNE,2265713,1133682,265971,371879,4291900,342561,1153180,20000,263414,510000,10618300,784700,0,11403000,0,3897252,15300252,POINT (-93.3273639 40.73947020000001)
2005_39_GUTHRIE_EXPEND_SA,2005,39,GUTHRIE,863102,1052922,1157300,1047432,3714679,357744,893990,2500,485000,485000,10059669,873000,,10932669,0,3029709,13962378,POINT (-94.501055 41.6837548)
2017_30_DICKINSON_EXPEND_SA,2017,30,DICKINSON,2736314,540674,546702,2355079,5773000,861958,2218583,207000,1708694,2948857,19896861,3788277,0,23685138,0,9866278,33551416,POINT (-95.1508301 43.3779848)
2011_5_AUDUBON_EXPEND_SA,2011,5,AUDUBON,1088160,616930,997157,451390,2934862,328736,717248,300,83110,67719,7285612,699102,0,7984714,0,2278539,10263253,POINT (-94.9058222 41.6845893)
2006_62_MAHASKA_EXPEND_SA,2006,62,MAHASKA,2383945,848502,2135528,587414,4097750,681552,1142457,669300,0,614000,13160448,1351313,,14511761,0,11554086,26065847,POINT (-92.6409094 41.3352035)
2020_18_CHEROKEE_EXPEND_SA,2020,18,CHEROKEE,2615973,392615,441292,1108022,5513828,623400,1590725,100000,0,2810000,15195855,2161170,0,17357025,0,6423902,23780927,POINT (-95.6238055 42.7356226)
2022_69_MONTGOMERY_EXPEND_SA,2022,69,MONTGOMERY,3749965,559571,228091,417931,4585294,500382,1286581,0,1089866,1200000,13617681,1096000,0,14713681,0,3019325,17733006,POINT (-95.1563758 41.03014)
2013_29_DES MOINES_EXPEND_SA,2013,29,DES MOINES,6412340,1612873,4967884,1709138,5060903,1044216,3427079,0,681960,874000,25790393,1725196,0,27515589,0,3440312,30955901,POINT (-91.1814707 40.9231829)
2010_67_MONONA_EXPEND_SA,2010,67,MONONA,1671550,769724,943850,608998,4183033,431437,1464145,0,51161,775000,10898898,1079414,0,11978312,0,4725628,16703940,POINT (-95.9599235 42.0516663)
2021_83_SHELBY_EXPEND_SA,2021,83,SHELBY,2769819,604761,290700,512446,6195437,439336,1581804,12000,100,916900,13323303,3901212,0,17224515,0,3105808,20330323,POINT (-95.31021130000002 41.6850926)
2008_96_WINNESHIEK_EXPEND_SA,2008,96,WINNESHIEK,1963081,1646020,2646362,1382064,5118947,315203,1322301,6000,563441,4203869,19167288,1907201,0,21074489,0,3148473,24222962,POINT (-91.8437074 43.2906746)
2020_3_ALLAMAKEE_EXPEND_SA,2020,3,ALLAMAKEE,2926740,710319,726108,1261078,6554342,585549,1220539,14500,420500,1450000,15869675,2071329,0,17941004,0,2586457,20527461,POINT (-91.3780923 43.2842838)
2008_1_ADAIR_EXPEND_SA,2008,1,ADAIR,910196,251692,789240,323475,3471333,218535,665197,0,210973,486000,7326641,1064371,0,8391012,0,2197578,10588590,POINT (-94.4709413 41.3307464)
2005_71_O'BRIEN_EXPEND_SA,2005,71,O'BRIEN,2125027,428996,1466374,531894,2726700,395703,741104,11000,304054,1339500,10070352,1360982,,11431334,0,2763075,14194409,POINT (-95.6248784 43.0837527)
2009_29_DES MOINES_EXPEND_SA,2009,29,DES MOINES,6424588,2782663,4597874,2423493,4083494,1016827,3271051,0,578563,3062635,28241188,1643974,0,29885162,0,4908114,34793276,POINT (-91.1814707 40.9231829)
2006_94_WEBSTER_EXPEND_SA,2006,94,WEBSTER,4272315,2153497,3930000,903430,5600000,658848,2283725,250000,386089,3000000,23437904,1975000,,25412904,0,7010621,32423525,POINT (-94.18178810000002 42.4279662)
2009_12_BUTLER_EXPEND_SA,2009,12,BUTLER,1712547,1525810,1498040,726887,4280000,431332,1331418,5000,38763,1459500,13009297,1373950,0,14383247,0,3203626,17586873,POINT (-92.7901934 42.7315661)
2012_1_ADAIR_EXPEND_SA,2012,1,ADAIR,1276910,292281,758034,455575,3709926,297160,738159,0,202250,3100380,10830675,2034625,0,12865300,0,5271678,18136978,POINT (-94.4709413 41.3307464)
2011_37_GREENE_EXPEND_SA,2011,37,GREENE,1327968,387363,1386235,880525,3966805,331168,1393119,50000,0,233000,9956183,1158500,0,11114683,0,2569155,13683838,POINT (-94.3968356 42.0362394)
2009_34_FLOYD_EXPEND_SA,2009,34,FLOYD,2188957,1313058,2145302,714402,4590344,643617,1208725,0,177911,2043347,15025663,899418,0,15925081,0,4523337,20448418,POINT (-92.78900330000002 43.0599208)
2007_78_POTTAWATTAMIE_EXPEND_SA,2007,78,POTTAWATTAMIE,15430815,3068374,7896071,7067592,10655010,1582106,5160780,0,1655019,5732000,58247767,4580237,,62828004,0,6869016,69697020,POINT (-95.5423935 41.3366123)
2012_96_WINNESHIEK_EXPEND_SA,2012,96,WINNESHIEK,2401860,1539521,3244376,1616162,5532200,497125,1860084,6000,0,943110,17640438,1909146,0,19549584,0,3074744,22624328,POINT (-91.8437074 43.2906746)
2005_22_CLAYTON_EXPEND_SA,2005,22,CLAYTON,1765116,476954,1623194,892466,5375950,400237,1128263,1300,0,1100775,12764255,1747000,,14511255,0,1830488,16341743,POINT (-91.34143280000002 42.8447493)
2021_36_FREMONT_EXPEND_SA,2021,36,FREMONT,3079864,315780,174825,455064,5300000,505663,2031262,10000,702563,2521000,15096021,1356480,0,16452501,0,4235740,20688241,POINT (-95.6046765 40.7455892)
2018_84_SIOUX_EXPEND_SA,2018,84,SIOUX,4605826,1486235,613507,1670049,7022715,1067907,2548589,161000,1078785,4327050,24581663,3004000,0,27585663,0,11129453,38715116,POINT (-96.1778827 43.0826174)
2006_39_GUTHRIE_EXPEND_SA,2006,39,GUTHRIE,871849,1082103,1135000,899227,3263159,442646,882868,0,420000,235000,9231852,890000,,10121852,0,4144157,14266009,POINT (-94.501055 41.6837548)
2006_67_MONONA_EXPEND_SA,2006,67,MONONA,1389074,713357,797664,434097,3466203,553147,1366921,0,0,2350000,11070463,615000,,11685463,0,2215860,13901323,POINT (-95.9599235 42.0516663)
2013_24_CRAWFORD_EXPEND_SA,2013,24,CRAWFORD,1995005,2608800,2382594,983513,6768500,565863,1348992,0,245000,339000,17237267,2298000,0,19535267,0,5407556,24942823,POINT (-95.3819678 42.0372125)
2012_37_GREENE_EXPEND_SA,2012,37,GREENE,1367568,464757,1241680,857587,3984779,351897,1435021,50000,0,45000,9798289,1201000,0,10999289,0,2877872,13877161,POINT (-94.3968356 42.0362394)
2005_34_FLOYD_EXPEND_SA,2005,34,FLOYD,1691267,913528,1562425,524712,3475350,478640,821331,0,97135,582000,10146388,1021072,,11167460,0,4581299,15748759,POINT (-92.78900330000002 43.0599208)
2017_51_JEFFERSON_EXPEND_SA,2017,51,JEFFERSON,3031742,902753,645034,715848,4021909,530237,1048776,10000,350983,3025000,14282282,1294281,0,15576563,0,3381216,18957779,POINT (-91.9488774 41.0317596)
2020_76_POCAHONTAS_EXPEND_SA,2020,76,POCAHONTAS,2462424,1676372,382632,1112690,4888569,456616,1638227,110385,0,1238203,13966118,1834433,0,15800551,0,11276285,27076836,POINT (-94.67874660000001 42.73413510000001)
2005_93_WAYNE_EXPEND_SA,2005,93,WAYNE,753245,523854,746581,288461,2185700,217138,608876,54200,0,281200,5659255,479000,,6138255,0,523264,6661519,POINT (-93.3273639 40.73947020000001)
2019_38_GRUNDY_EXPEND_SA,2019,38,GRUNDY,2259119,533086,696706,1110500,5365824,472077,1915415,0,1830678,2215836,16399241,1992673,0,18391914,0,3314292,21706206,POINT (-92.7914177 42.4018651)
2014_26_DAVIS_EXPEND_SA,2014,26,DAVIS,1159310,364152,373300,326131,3504714,355932,895726,25000,176000,515000,7695265,769103,0,8464368,0,2085857,10550225,POINT (-92.4097173 40.7476891)
2009_72_OSCEOLA_EXPEND_SA,2009,72,OSCEOLA,1029412,163350,630750,421953,2276171,243924,755711,0,303800,920000,6745071,887189,0,7632260,0,1770966,9403226,POINT (-95.6236852 43.3785704)
2007_32_EMMET_EXPEND_SA,2007,32,EMMET,1264421,593527,1689318,393922,2536779,321349,869818,0,15300,120752,7805186,588971,,8394157,0,1279961,9674118,POINT (-94.6784803 43.37802250000001)
2013_56_LEE_EXPEND_SA,2013,56,LEE,4397227,4087812,5410122,1325290,4823765,983968,2202794,20000,815526,740130,24806634,1425000,0,26231634,0,6975972,33207606,POINT (-91.479264 40.6419764)
